ip_sum_freq,ip_sum_sz,ip_destp_mode,ip_destp_least,ip_avg_freq,ip_avg_sz,ip_std_sz,ip_avg_ttl,ip_avg_delay,ip_std_delay,ip_std_freq,wifi_sum_freq,wifi_sum_sz,wifi_subtype_mode,wifi_type_least,wifi_avg_freq,wifi_avg_sz,wifi_avg_rssi,wifi_std_rssi,wifi_avg_delay,wifi_std_delay,wifi_std_freq,zb_sum_freq,zb_sum_sz,zb_type_mode,zb_type_least,zb_avg_freq,zb_avg_sz,zb_std_sz,zb_avg_delay,zb_std_delay,zb_std_freq,audio_freq,audio_avg_rms,audio_std_rms,avg_db,std_db,activity
5,409,443,50000,1,136,103,117,74,0,0,41,495,8,8,20,247,-3,0,54,56,10,17,153,2,2,5,51,1,81,22,5,162,1.02,0.62,10,8.31,0
0,0,0,0,0,0,0,0,0,0,0,29,193,8,8,29,193,-3,0,106,109,0,16,162,2,2,5,54,0,68,44,6,0,0,0,10,7.4,0
5,379,443,50000,1,126,90,121,37,0,0,30,193,8,8,30,193,-3,0,102,104,0,12,52,2,2,4,17,0,90,27,4,178,1.19,0.56,10,7.92,0
0,0,0,0,0,0,0,0,0,0,0,45,797,5,8,15,265,-3,0,36,37,12,19,91,2,2,6,30,0,186,50,5,189,1.39,0.57,9,7.61,0
3,265,50000,443,1,88,0,121,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,15,162,2,2,5,54,0,81,33,5,0,0,0,10,7.82,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,16,90,2,2,5,30,0,75,22,6,172,1.23,0.64,11,8.58,0
0,0,0,0,0,0,0,0,0,0,0,19,193,8,8,19,193,-3,0,108,113,0,10,52,2,0,3,17,0,81,0,3,176,1.19,0.56,10,7.1,0
3,150,8883,50000,1,75,10,149,11,0,0,38,495,8,8,19,247,-3,0,54,57,12,14,90,2,2,4,30,0,81,0,5,0,0,0,10,7.64,0
4,120,443,50000,2,60,28,143,35,0,0,30,193,8,8,30,193,-3,0,102,104,0,25,52,2,0,8,17,0,103,77,5,178,1.2,0.59,10,7.48,0
1,40,0,0,1,40,0,232,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,17,52,2,0,5,17,0,577,22,5,185,1.41,0.66,9,7.98,0
6,424,50000,443,2,141,138,60,309,0,0,37,495,8,8,18,247,-3,0,55,59,11,16,118,2,3,5,39,0,75,39,6,0,0,0,10,7.19,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,14,162,2,2,4,54,0,87,18,5,180,1.32,0.68,10,7.89,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,17,90,2,2,5,30,0,93,12,5,184,1.39,0.62,9,6.92,0
3,327,443,50000,1,163,124,149,10,0,0,36,495,8,8,18,247,-3,0,61,74,12,14,158,2,2,4,52,1,95,0,4,190,1.59,0.75,10,9.26,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,162,2,2,4,54,0,88,23,5,0,0,0,9,6.8,0
4,172,50000,50000,2,86,65,58,245,0,0,31,193,8,8,31,193,-3,0,102,104,0,16,52,2,2,5,17,0,760,34,5,178,1.22,0.62,10,8.65,0
3,327,443,50000,1,163,124,149,10,0,0,20,193,8,8,20,193,-3,0,102,105,0,12,150,3,2,4,50,1,84,28,3,0,0,0,10,7.63,0
8,396,443,8883,2,132,75,121,26,7,0,39,495,8,8,19,247,-3,0,56,60,10,16,148,3,2,5,49,1,86,0,5,150,0.88,0.65,9,7.38,0
4,120,443,50000,2,60,28,143,37,0,0,31,193,8,8,31,193,-3,0,102,104,0,20,107,0,0,6,35,0,187,144,4,168,1.06,0.59,9,7.27,0
0,0,0,0,0,0,0,0,0,0,0,35,495,8,8,17,247,-3,0,53,55,12,15,52,2,0,5,17,0,81,0,5,180,1.29,0.63,9,7.7,0
0,0,0,0,0,0,0,0,0,0,0,40,495,8,8,20,247,-3,0,53,55,11,13,52,2,2,4,17,0,97,33,4,0,0,0,10,8.14,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,16,98,2,2,5,32,0,189,131,4,196,1.71,0.74,10,7.6,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,15,90,2,2,5,30,0,81,0,5,195,1.61,0.62,10,7.47,0
0,0,0,0,0,0,0,0,0,0,0,36,495,8,8,18,247,-3,0,56,59,10,16,90,2,2,5,30,0,158,45,3,0,0,0,9,7.52,0
3,165,50000,50000,1,82,0,58,562,0,0,27,193,8,8,27,193,-3,0,102,104,0,14,52,2,0,4,17,0,814,25,4,190,1.57,0.63,13,9.33,0
6,424,50000,443,2,141,138,60,309,0,0,24,193,8,8,24,193,-3,0,102,104,0,11,88,0,0,3,29,1,99,94,3,188,1.51,0.62,10,7.39,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,14,52,2,0,4,17,0,81,36,5,0,0,0,10,8.4,0
3,150,8883,50000,1,75,10,149,11,0,0,42,797,5,8,14,265,-3,0,49,57,11,14,52,2,2,4,17,0,89,57,5,194,1.62,0.64,10,7.33,0
4,120,443,50000,2,60,28,143,30,0,0,30,193,8,8,30,193,-3,0,105,109,0,28,167,2,2,9,55,2,169,165,4,165,1.12,0.65,10,8.01,0
11,177,9002,50000,5,88,81,64,14,18,0,28,193,8,8,28,193,-3,0,106,110,0,13,52,2,2,4,17,0,97,34,4,0,0,0,9,7.62,0
6,170,50000,50000,3,85,51,58,361,300,0,32,495,8,8,16,247,-3,0,56,62,10,14,52,2,0,4,17,0,74,24,5,157,1.04,0.67,10,8.17,0
0,0,0,0,0,0,0,0,0,0,0,29,193,8,8,29,193,-3,0,102,104,0,17,98,2,2,5,32,0,188,124,4,160,1.02,0.61,10,7.35,0
3,151,443,50000,1,75,11,150,46,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,52,2,0,4,17,0,81,0,5,0,0,0,10,8.85,0
0,0,0,0,0,0,0,0,0,0,0,46,495,8,8,23,247,-3,0,54,60,8,14,52,2,0,4,17,0,81,0,5,155,0.99,0.59,11,7.83,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,16,98,2,2,5,32,0,440,484,4,140,0.83,0.59,9,8.03,0
0,0,0,0,0,0,0,0,0,0,0,25,193,8,8,25,193,-3,0,102,104,0,14,52,2,0,4,17,0,74,24,5,0,0,0,9,7.43,0
3,183,443,50000,1,91,17,149,10,0,0,24,193,8,8,24,193,-3,0,106,111,0,12,52,2,0,4,17,0,81,0,4,147,0.88,0.64,10,7.97,0
3,150,8883,50000,1,75,10,149,12,0,0,43,495,8,8,21,247,-3,0,54,57,9,13,52,2,0,4,17,0,81,0,4,165,1.12,0.63,10,7.81,0
4,657,443,443,1,219,9,173,25,0,0,30,193,8,8,30,193,-3,0,102,104,0,19,98,2,2,6,32,0,163,174,5,0,0,0,10,7.7,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,16,52,2,0,5,17,0,75,22,6,177,1.18,0.64,10,7.9,0
8,424,443,443,2,141,122,60,436,218,0,36,495,8,8,18,247,-3,0,54,57,12,17,152,3,2,5,50,2,234,247,3,180,1.4,0.7,10,7.87,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,105,109,0,14,162,2,2,4,54,0,88,22,5,194,1.9,0.87,10,7.96,0
0,0,0,0,0,0,0,0,0,0,0,29,193,8,8,29,193,-3,0,106,109,0,19,94,2,2,6,31,0,223,38,6,0,0,0,9,7.75,0
0,0,0,0,0,0,0,0,0,0,0,39,495,8,8,19,247,-3,0,54,58,11,18,91,2,2,6,30,0,175,9,5,182,1.35,0.62,10,7.95,0
2,165,50000,50000,1,82,0,58,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,7,90,1,1,2,30,0,248,360,1,170,1.16,0.64,9,7.19,0
4,172,50000,50000,2,86,65,58,246,0,0,20,193,8,8,20,193,-3,0,102,105,0,13,52,2,0,4,17,0,57,38,4,0,0,0,10,7.89,0
10,183,9002,9002,5,91,84,64,17,19,0,30,193,8,8,30,193,-3,0,105,109,0,15,90,2,2,5,30,0,81,0,5,157,0.98,0.58,9,7.04,0
3,150,8883,50000,1,75,10,149,11,0,0,36,495,8,8,18,247,-3,0,56,60,11,16,90,2,2,5,30,0,75,51,6,135,0.75,0.62,10,7.96,0
4,120,443,50000,2,60,28,143,32,0,0,40,495,8,8,20,247,-3,0,54,57,11,14,162,2,2,4,54,0,81,35,5,0,0,0,10,8.04,0
10,294,50000,50000,3,98,73,60,291,207,0,30,193,8,8,30,193,-3,0,102,104,0,15,52,2,0,5,17,0,81,0,5,146,0.83,0.57,10,7.98,0
2,165,50000,50000,1,82,0,58,0,0,0,40,495,8,8,20,247,-3,0,55,58,11,14,52,2,0,4,17,0,89,24,5,143,0.75,0.56,11,8.05,0
3,183,443,50000,1,91,17,149,10,0,0,30,193,8,8,30,193,-3,0,102,104,0,19,98,2,2,6,32,0,195,144,5,0,0,0,10,8.65,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,14,52,2,0,4,17,0,88,24,5,151,0.85,0.54,10,8.05,0
0,0,0,0,0,0,0,0,0,0,0,36,495,8,8,18,247,-3,0,59,67,11,10,90,1,1,3,30,0,97,113,3,162,0.97,0.52,11,7.88,0
0,0,0,0,0,0,0,0,0,0,0,21,193,8,8,21,193,-3,0,102,105,0,12,52,2,0,4,17,0,72,48,4,0,0,0,11,8.37,0
4,172,50000,50000,2,86,65,58,453,0,0,34,495,8,8,17,247,-3,0,52,53,13,17,124,2,3,5,41,0,69,42,6,168,1.04,0.55,10,7.96,0
3,327,443,50000,1,163,124,149,10,0,0,31,193,8,8,31,193,-3,0,102,104,0,17,152,3,2,5,50,2,93,40,5,163,1.09,0.57,10,8.34,0
3,150,8883,50000,1,75,10,149,10,0,0,38,495,8,8,19,247,-3,0,54,57,11,14,52,2,0,4,17,0,88,24,5,0,0,0,9,7.01,0
4,120,443,50000,2,60,28,143,37,0,0,36,495,8,8,18,247,-3,0,52,53,13,14,124,2,3,4,41,0,88,23,5,166,1.03,0.55,10,9,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,17,90,2,2,5,30,0,69,29,6,179,1.11,0.53,9,6.95,0
4,164,50000,50000,2,82,60,58,151,0,0,38,495,8,8,19,247,-3,0,57,64,11,12,52,2,2,4,17,0,99,36,4,0,0,0,10,8.08,0
12,205,443,50000,6,102,67,149,29,25,0,30,193,8,8,30,193,-3,0,102,104,0,16,98,2,2,5,32,0,222,133,4,191,1.24,0.45,10,7.95,0
3,151,443,50000,1,75,11,150,46,0,0,24,193,8,8,24,193,-3,0,106,111,0,13,52,2,0,4,17,0,81,0,4,180,1.2,0.51,10,7.73,0
4,303,443,50000,2,151,141,149,26,0,0,34,495,8,8,17,247,-3,0,57,63,10,15,154,3,2,5,51,1,93,24,4,181,1.11,0.46,11,8.33,0
3,227,0,0,1,75,0,174,0,0,0,25,193,8,8,25,193,-3,0,102,104,0,13,153,2,2,4,51,1,86,0,4,0,0,0,11,7.88,0
14,448,443,50000,7,224,317,149,18,11,0,31,193,8,8,31,193,-3,0,102,104,0,14,124,2,3,4,41,0,88,23,5,174,1.06,0.51,9,8.21,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,130,2,3,4,43,0,122,87,3,0,0,0,13,10.51,0
3,150,8883,50000,1,75,10,149,12,0,0,42,495,8,8,21,247,-3,0,54,57,10,11,52,2,0,3,17,0,313,90,3,185,1.18,0.48,11,9.06,0
4,120,443,50000,2,60,28,143,31,0,0,25,193,8,8,25,193,-3,0,102,104,0,16,130,2,3,5,43,3,89,21,5,179,1.1,0.53,11,8.14,0
3,190,443,50000,1,95,27,149,11,0,0,26,193,8,8,26,193,-3,0,102,104,0,14,166,2,2,4,55,0,112,38,4,172,1.06,0.54,11,8.85,0
5,297,50000,50000,1,99,43,60,303,0,0,32,495,8,8,16,247,-3,0,54,58,13,14,111,2,3,4,37,0,88,24,5,0,0,0,10,8.14,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,18,98,2,2,6,32,0,178,149,5,169,1.03,0.55,10,9.05,0
0,0,0,0,0,0,0,0,0,0,0,28,193,8,8,28,193,-3,0,109,115,0,14,169,2,2,4,56,0,81,0,5,150,0.96,0.61,10,7.62,0
0,0,0,0,0,0,0,0,0,0,0,39,495,8,8,19,247,-3,0,57,62,10,16,52,2,0,5,17,0,75,22,6,0,0,0,10,8.5,0
0,0,0,0,0,0,0,0,0,0,0,20,193,8,8,20,193,-3,0,102,105,0,14,168,2,2,4,56,0,74,24,5,155,0.92,0.58,9,7.55,0
4,188,50000,50000,2,94,77,58,245,0,0,31,193,8,8,31,193,-3,0,102,104,0,11,124,2,3,3,41,0,91,27,3,165,1.05,0.62,11,8.62,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,17,52,2,0,5,17,0,69,29,6,0,0,0,10,7.71,0
3,150,8883,50000,1,75,10,149,10,0,0,40,495,8,8,20,247,-3,0,55,57,11,15,52,2,0,5,17,0,81,0,5,151,0.96,0.6,11,8.33,0
4,120,443,50000,2,60,28,143,35,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,124,2,3,4,41,0,88,22,5,166,1.01,0.59,11,7.64,0
10,182,9002,9002,5,91,84,64,16,18,0,30,193,8,8,30,193,-3,0,105,109,0,13,52,2,0,4,17,0,97,34,4,0,0,0,10,8.38,0
3,183,443,50000,1,91,17,149,10,0,0,40,495,8,8,20,247,-3,0,54,57,10,14,52,2,0,4,17,0,81,0,5,152,0.93,0.56,9,7.95,0
21,998,443,50000,10,499,454,150,44,56,1,31,193,8,8,31,193,-3,0,102,104,0,17,98,2,2,5,32,0,185,125,4,142,0.82,0.59,9,7.69,0
6,327,443,50000,3,163,101,149,791,329,1,30,193,8,8,30,193,-3,0,102,104,0,18,52,0,0,6,17,0,66,101,7,0,0,0,10,8.11,0
0,0,0,0,0,0,0,0,0,0,0,20,193,8,8,20,193,-3,0,102,105,0,17,90,0,0,5,30,0,30,23,6,153,0.87,0.58,9,7.15,0
1,125,50000,50000,1,125,0,64,0,0,0,40,495,8,8,20,247,-3,0,54,57,11,15,52,2,0,5,17,0,81,0,5,151,0.91,0.6,10,8.91,0
5,158,50000,50000,2,79,60,58,887,609,0,30,193,8,8,30,193,-3,0,102,104,0,15,124,2,3,5,41,0,81,33,5,0,0,0,11,8,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,13,52,2,0,4,17,0,97,34,4,153,0.94,0.58,10,8.4,0
36,805,443,8883,12,268,383,117,22,25,7,35,495,8,8,17,247,-3,0,57,63,12,14,90,2,2,4,30,0,81,0,5,160,0.96,0.59,11,8.12,0
4,120,443,50000,2,60,28,143,30,0,0,31,193,8,8,31,193,-3,0,102,104,0,22,128,2,3,7,42,2,157,114,7,0,0,0,10,8.37,0
2,133,443,443,1,66,0,143,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,19,130,2,3,6,43,3,94,32,6,155,0.99,0.58,10,7.76,0
6,395,443,50000,2,131,99,117,136,88,0,44,495,8,8,22,247,-3,0,53,55,9,14,91,1,1,4,30,0,96,98,1,158,1.02,0.64,10,9.35,0
8,790,443,50000,2,263,287,141,18,17,1,30,193,8,8,30,193,-3,0,102,104,0,18,161,3,2,6,53,0,219,276,5,168,1.1,0.62,9,7.13,0
3,327,443,50000,1,163,124,149,11,0,0,31,193,8,8,31,193,-3,0,102,104,0,12,52,2,0,4,17,0,99,35,4,0,0,0,11,8.06,0
5,395,443,50000,1,131,90,121,34,0,0,25,797,5,8,8,265,-3,0,36,39,8,16,52,2,0,5,17,0,138,112,3,175,1.15,0.6,9,7.78,0
6,329,443,50000,3,164,102,149,640,264,1,30,193,8,8,30,193,-3,0,102,104,0,15,164,2,2,5,54,0,98,0,4,0,0,0,11,8.24,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,101,103,0,16,111,2,3,5,37,0,257,257,4,179,1.34,0.67,10,7.9,0
10,183,9002,9002,5,91,84,64,17,19,0,28,193,8,8,28,193,-3,0,109,115,0,15,52,2,0,5,17,0,81,0,5,158,1.19,0.69,10,8.11,0
7,205,80,8883,2,68,24,124,18,5,0,33,495,8,8,16,247,-3,0,52,52,14,14,116,2,1,4,38,0,88,43,5,154,0.88,0.59,10,7.46,0
4,120,443,50000,2,60,28,143,37,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,124,2,3,4,41,0,88,23,5,0,0,0,10,8.08,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,14,116,2,2,4,38,0,384,34,4,154,0.92,0.61,10,7.99,0
2,165,50000,50000,1,82,0,58,0,0,0,39,797,5,8,13,265,-3,0,37,38,12,14,52,2,0,4,17,0,74,43,5,151,0.89,0.55,9,8.01,0
0,0,0,0,0,0,0,0,0,0,0,26,193,8,8,26,193,-3,0,102,104,0,14,98,2,2,4,32,0,222,180,3,0,0,0,11,9,0
2,135,443,443,1,67,0,150,0,0,0,25,193,8,8,25,193,-3,0,102,104,0,13,52,2,0,4,17,0,81,0,4,133,0.66,0.6,9,7.2,0
2,104,443,443,1,52,0,150,0,0,0,38,495,8,8,19,247,-3,0,57,66,12,16,91,2,2,5,30,0,184,1,4,150,0.92,0.56,10,8.96,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,15,90,2,2,5,30,0,81,49,5,0,0,0,10,7.57,0
4,308,50000,443,1,102,11,121,6,0,0,36,495,8,8,18,247,-3,0,64,72,12,13,78,2,11,4,26,0,97,33,4,153,0.95,0.59,10,8.38,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,105,109,0,14,90,2,2,4,30,0,88,24,5,157,0.97,0.56,10,7.26,0
3,150,8883,50000,1,75,10,149,10,0,0,33,495,8,8,16,247,-3,0,55,58,8,12,52,2,0,4,17,0,81,0,4,0,0,0,10,8.52,0
4,120,443,50000,2,60,28,143,31,0,0,26,193,8,8,26,193,-3,0,102,104,0,22,128,2,3,7,42,2,105,81,5,163,0.98,0.54,9,7.39,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,18,124,2,3,6,41,0,65,45,7,153,0.93,0.6,10,8.12,0
2,165,50000,50000,1,82,0,58,0,0,0,38,495,8,8,19,247,-3,0,55,59,12,14,52,2,0,4,17,0,88,24,5,0,0,0,10,7.81,0
1,40,0,0,1,40,0,232,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,16,98,2,2,5,32,0,209,167,4,162,1.14,0.67,10,8.14,0
0,0,0,0,0,0,0,0,0,0,0,26,193,8,8,26,193,-3,0,102,104,0,12,26,0,2,4,8,0,81,0,4,152,0.99,0.63,10,7.74,0
0,0,0,0,0,0,0,0,0,0,0,32,495,8,8,16,247,-3,0,61,73,11,13,52,2,0,4,17,0,81,0,4,0,0,0,9,7.11,0
0,0,0,0,0,0,0,0,0,0,0,26,193,8,8,26,193,-3,0,102,104,0,13,52,2,0,4,17,0,81,0,4,147,0.88,0.57,11,8.53,0
6,264,50000,443,2,88,62,60,310,0,0,30,193,8,8,30,193,-3,0,102,104,0,12,124,2,3,4,41,0,99,35,4,162,0.92,0.6,10,7.71,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,13,52,2,0,4,17,0,97,34,4,0,0,0,10,8.48,0
3,150,8883,50000,1,75,10,149,11,0,0,40,495,8,8,20,247,-3,0,54,57,11,14,52,2,0,4,17,0,81,36,5,157,1.02,0.65,10,8.67,0
6,351,443,50000,2,117,103,116,32,0,0,29,193,8,8,29,193,-3,0,106,109,0,18,161,3,2,6,53,0,90,23,4,167,1.09,0.61,11,9.75,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,14,116,2,3,4,38,0,81,36,5,147,0.91,0.63,10,7.43,0
5,409,443,50000,1,136,102,117,78,0,0,38,495,8,8,19,247,-3,0,55,58,11,17,158,2,2,5,52,1,88,22,5,0,0,0,10,8.34,0
3,327,443,50000,1,163,124,149,9,0,0,31,193,8,8,31,193,-3,0,102,104,0,15,124,2,3,5,41,0,81,48,5,155,0.98,0.58,9,7.27,0
0,0,0,0,0,0,0,0,0,0,0,20,193,8,8,20,193,-3,0,102,105,0,10,52,2,0,3,17,0,81,0,3,0,0,0,9,7.62,0
3,151,443,50000,1,75,11,150,43,0,0,38,495,8,8,19,247,-3,0,54,57,12,18,91,2,2,6,30,0,174,34,5,165,1.05,0.57,10,7.69,0
2,140,443,443,1,70,0,150,0,0,0,33,495,5,5,16,247,-3,0,53,54,13,3,52,2,0,1,17,0,0,0,0,177,1.42,0.71,11,8.12,0
4,452,50000,443,1,150,82,121,7,0,0,30,193,8,8,30,193,-3,0,105,109,0,15,114,2,2,5,38,1,101,43,4,177,1.32,0.67,10,7.28,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,19,52,2,0,6,17,0,372,343,5,0,0,0,10,7.69,0
3,150,8883,50000,1,75,10,149,10,0,0,35,495,8,8,17,247,-3,0,52,54,12,14,52,2,0,4,17,0,81,0,5,168,1.14,0.64,11,8.03,0
7,241,443,50000,2,80,56,116,49,37,0,30,193,8,8,30,193,-3,0,105,109,0,18,128,2,3,6,42,2,122,52,5,180,1.34,0.65,9,7.89,0
20,930,9002,9002,6,310,283,57,83,230,2,30,193,8,8,30,193,-3,0,102,104,0,15,52,2,0,5,17,0,81,0,5,0,0,0,10,7.89,0
8,307,50000,50000,2,102,93,53,325,40,0,38,495,8,8,19,247,-3,0,55,60,12,16,52,2,0,5,17,0,75,22,6,177,1.31,0.66,11,8.34,0
3,327,443,50000,1,163,124,149,11,0,0,20,193,8,8,20,193,-3,0,102,105,0,6,197,1,3,2,65,1,69,28,0,171,1.14,0.61,10,8.23,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,3,179,3,2,1,59,0,0,0,0,0,0,0,10,7.45,0
0,0,0,0,0,0,0,0,0,0,0,44,495,8,8,22,247,-3,0,53,55,8,15,52,2,0,5,17,0,81,0,5,167,1.07,0.62,11,8.55,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,14,90,2,2,4,30,0,81,36,5,154,0.94,0.59,11,8.61,0
5,409,443,50000,1,136,103,117,106,0,0,30,193,8,8,30,193,-3,0,102,104,0,15,158,2,2,5,52,1,103,23,4,0,0,0,10,8.51,0
3,328,443,50000,1,164,125,149,10,0,0,31,193,8,8,31,193,-3,0,102,104,0,18,115,2,3,6,38,1,82,22,5,148,0.92,0.65,9,6.83,0
3,150,8883,50000,1,75,10,149,10,0,0,39,495,8,8,19,247,-3,0,54,57,10,15,52,2,0,5,17,0,81,0,5,89,0.66,0.68,10,8.25,0
4,120,443,50000,2,60,28,143,37,0,0,31,495,8,8,15,247,-3,0,51,52,14,11,116,2,1,3,38,0,116,135,3,0,0,0,9,7.43,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,4,90,0,0,1,30,0,466,0,0,71,0.4,0.55,11,7.49,0
0,0,0,0,0,0,0,0,0,0,0,37,495,8,8,18,247,-3,0,58,66,11,11,52,2,0,3,17,0,92,30,3,53,0.18,0.4,10,8.16,0
0,0,0,0,0,0,0,0,0,0,0,21,193,8,8,21,193,-3,0,102,105,0,13,52,2,0,4,17,0,81,0,4,0,0,0,9,7.41,0
3,327,443,50000,1,163,124,149,10,0,0,30,193,8,8,30,193,-3,0,102,104,0,8,115,2,3,2,38,1,181,189,1,64,0.32,0.54,10,8.21,0
0,0,0,0,0,0,0,0,0,0,0,32,495,8,8,16,247,-3,0,54,54,14,20,117,2,1,6,39,0,169,45,6,47,0.16,0.38,10,7.42,0
3,328,443,50000,1,164,125,149,9,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,113,2,3,4,37,0,82,1,5,0,0,0,10,8.37,0
6,170,50000,50000,3,85,51,58,869,587,0,32,495,8,8,16,247,-3,0,51,52,15,13,52,2,0,4,17,0,81,0,4,39,0.36,0.56,9,7.15,0
0,0,0,0,0,0,0,0,0,0,0,29,193,8,8,29,193,-3,0,102,104,0,3,173,3,2,1,57,0,0,0,0,65,0.39,0.55,10,8.34,0
9,230,9002,50000,3,76,28,121,11,6,2,33,495,8,8,16,247,-3,0,54,58,9,14,52,2,2,4,17,0,82,1,5,35,0.19,0.42,10,7.54,0
4,120,443,50000,2,60,28,143,33,0,0,26,193,8,8,26,193,-3,0,106,110,0,18,52,2,0,6,17,0,65,33,7,0,0,0,10,8.16,0
10,294,50000,50000,3,98,73,60,300,180,0,31,193,8,8,31,193,-3,0,102,104,0,14,116,2,1,4,38,0,87,80,5,48,0.27,0.49,9,7,0
6,207,50000,50000,3,103,80,58,414,226,0,27,495,8,8,13,247,-3,0,52,52,11,13,52,2,0,4,17,0,81,0,4,0,0,0,9,8.33,0
3,327,443,50000,1,163,124,149,9,0,0,30,193,8,8,30,193,-3,0,102,104,0,24,52,2,0,8,17,0,124,73,4,70,0.36,0.55,10,7.44,0
3,328,443,50000,1,164,125,149,10,0,0,30,193,8,8,30,193,-3,0,105,109,0,7,26,2,2,7,26,0,243,2,0,80,0.52,0.62,11,8.42,0
