timestamp,src,dest,src_port,dest_port,freq,avg_ttl,avg_sz,std_sz,avg_del,std_del
1549751933,0,0,0,0,0,0,0,0,0,0
1549751936,0,0,0,0,0,0,0,0,0,0
1549751939,0,0,0,0,0,0,0,0,0,0
1549751942,0,0,0,0,0,0,0,0,0,0
1549751945,192.168.1.8,34.249.225.142,55393,443,2,64.00,229.00,250.32,20103.00,0.00
1549751945,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549751948,192.168.1.8,34.249.225.142,55393,443,4,64.00,228.25,203.52,414679.00,683160.69
1549751948,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,182198.00,0.00
1549751948,54.246.176.173,192.168.1.7,8883,44837,2,235.00,67.50,21.92,118584.00,0.00
1549751951,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,19841.00,0.00
1549751951,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,74347.00,0.00
1549751951,192.168.1.13,52.94.219.213,56669,443,2,64.00,60.50,28.99,659.00,0.00
1549751954,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,20009.00,0.00
1549751954,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549751957,104.198.46.246,192.168.1.5,56700,61636,2,53.00,82.50,60.10,539440.00,0.00
1549751957,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,20057.00,0.00
1549751957,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549751960,0,0,0,0,0,0,0,0,0,0
1549751963,192.168.1.8,34.249.225.142,55393,443,4,64.00,228.25,203.52,416305.33,683338.93
1549751963,34.249.225.142,192.168.1.8,443,55393,2,235.00,99.00,0.00,1225919.00,0.00
1549751966,192.168.1.5,104.198.46.246,61636,56700,1,64.00,125.00,0.00,0.00,0.00
1549751966,104.198.46.246,192.168.1.5,56700,61636,1,53.00,40.00,0.00,0.00,0.00
1549751969,0,0,0,0,0,0,0,0,0,0
1549751972,104.198.46.246,192.168.1.4,56700,62007,2,53.00,82.50,60.10,201966.00,0.00
1549751972,192.168.1.4,104.198.46.246,62007,56700,2,64.00,82.50,60.10,95614.00,0.00
1549751975,0,0,0,0,0,0,0,0,0,0
1549751978,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,21726.00,0.00
1549751978,54.246.176.173,192.168.1.7,8883,44837,2,235.00,67.50,21.92,3.00,0.00
1549751981,192.168.1.13,52.94.219.213,56669,443,2,64.00,60.50,28.99,62033.00,0.00
1549751981,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,3.00,0.00
1549751984,0,0,0,0,0,0,0,0,0,0
1549751987,192.168.1.4,104.198.46.246,62007,56700,1,64.00,125.00,0.00,0.00,0.00
1549751987,104.198.46.246,192.168.1.4,56700,62007,1,53.00,40.00,0.00,0.00,0.00
1549751990,0,0,0,0,0,0,0,0,0,0
1549751993,0,0,0,0,0,0,0,0,0,0
1549751996,192.168.1.8,34.249.225.142,55393,443,2,64.00,76.50,34.65,19880.00,0.00
1549751996,34.249.225.142,192.168.1.8,443,55393,1,235.00,107.00,0.00,0.00,0.00
1549751999,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,19925.00,0.00
1549751999,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752002,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.00,248.90,20078.00,0.00
1549752002,104.198.46.246,192.168.1.5,56700,61636,2,53.00,82.50,60.10,730060.00,0.00
1549752002,192.168.1.5,104.198.46.246,61636,56700,2,64.00,90.50,71.42,622669.00,0.00
1549752005,0,0,0,0,0,0,0,0,0,0
1549752008,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.00,248.90,20058.00,0.00
1549752008,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,21263.00,0.00
1549752008,54.246.176.173,192.168.1.7,8883,44837,1,235.00,83.00,0.00,0.00,0.00
1549752011,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,74646.00,0.00
1549752011,192.168.1.254,192.168.1.1,45233,9002,5,64.00,85.80,71.19,17371.25,22296.82
1549752011,192.168.1.1,192.168.1.254,9002,45233,5,64.00,97.60,97.55,16705.75,21218.92
1549752014,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.00,248.90,19951.00,0.00
1549752014,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752017,104.198.46.246,192.168.1.4,56700,62007,2,53.00,82.50,60.10,309604.00,0.00
1549752017,192.168.1.13,18.215.73.181,45746,443,2,64.00,68.50,23.33,83792.00,0.00
1549752017,18.215.73.181,192.168.1.13,443,45746,1,237.00,83.00,0.00,0.00,0.00
1549752020,192.168.1.14,216.58.212.170,52166,443,12,64.00,518.33,638.02,14016.27,13784.41
1549752020,192.168.1.8,34.249.225.142,55393,443,4,64.00,227.50,202.65,416642.33,686718.90
1549752020,34.249.225.142,192.168.1.8,443,55393,2,235.00,99.00,0.00,1230062.00,0.00
1549752023,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,20538.00,0.00
1549752023,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752026,192.168.1.8,34.249.225.142,55393,443,4,64.00,228.00,203.23,823610.00,1389754.35
1549752026,172.217.23.14,192.168.1.14,443,53341,6,124.00,658.33,656.72,8817.40,10120.23
1549752026,104.198.46.246,192.168.1.5,56700,61636,1,53.00,40.00,0.00,0.00,0.00
1549752029,192.168.1.8,34.249.225.142,55393,443,2,64.00,229.00,250.32,20175.00,0.00
1549752029,34.192.21.210,192.168.1.14,443,43647,1,236.00,88.00,0.00,0.00,0.00
1549752029,192.168.1.14,34.192.21.210,43647,443,1,64.00,52.00,0.00,0.00,0.00
1549752032,0,0,0,0,0,0,0,0,0,0
1549752035,0,0,0,0,0,0,0,0,0,0
1549752038,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,21904.00,0.00
1549752038,192.168.1.8,34.249.225.142,55393,443,2,64.00,229.00,250.32,26678.00,0.00
1549752038,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752041,192.168.1.13,52.94.219.213,56669,443,2,64.00,60.50,28.99,75214.00,0.00
1549752041,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,2.00,0.00
1549752044,0,0,0,0,0,0,0,0,0,0
1549752047,192.168.1.4,104.198.46.246,62007,56700,1,64.00,125.00,0.00,0.00,0.00
1549752047,104.198.46.246,192.168.1.5,56700,61636,2,53.00,82.50,60.10,516057.00,0.00
1549752047,192.168.1.5,104.198.46.246,61636,56700,2,64.00,90.50,71.42,407301.00,0.00
1549752050,0,0,0,0,0,0,0,0,0,0
1549752053,192.168.1.8,34.249.225.142,55393,443,2,64.00,227.50,248.19,20345.00,0.00
1549752053,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752056,192.168.1.8,34.249.225.142,55393,443,2,64.00,229.00,250.32,22299.00,0.00
1549752056,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752059,192.168.1.8,34.249.225.142,55393,443,2,64.00,231.50,253.85,23593.00,0.00
1549752059,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752059,192.168.1.14,216.58.214.14,37877,443,1,64.00,52.00,0.00,0.00,0.00
1549752062,104.198.46.246,192.168.1.4,56700,62007,2,53.00,82.50,60.10,201197.00,0.00
1549752062,192.168.1.1,192.168.1.254,41308,9002,6,64.00,80.50,65.97,13891.20,17848.27
1549752062,192.168.1.254,192.168.1.1,9002,41308,5,64.00,97.60,97.55,17288.25,20704.27
1549752065,0,0,0,0,0,0,0,0,0,0
1549752068,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,22754.00,0.00
1549752068,54.246.176.173,192.168.1.7,8883,44837,1,235.00,83.00,0.00,0.00,0.00
1549752071,192.168.1.8,34.249.225.142,55393,443,4,64.00,228.25,203.52,827904.67,1394559.47
1549752071,99.84.13.9,192.168.1.13,80,52149,4,245.00,172.25,235.20,13531.33,11326.28
1549752071,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,76034.00,0.00
1549752074,0,0,0,0,0,0,0,0,0,0
1549752077,0,0,0,0,0,0,0,0,0,0
1549752080,0,0,0,0,0,0,0,0,0,0
1549752083,0,0,0,0,0,0,0,0,0,0
1549752086,192.168.1.5,104.198.46.246,61636,56700,1,64.00,125.00,0.00,0.00,0.00
1549752086,104.198.46.246,192.168.1.5,56700,61636,1,53.00,40.00,0.00,0.00,0.00
1549752089,0,0,0,0,0,0,0,0,0,0
1549752092,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,20822.00,0.00
1549752092,104.198.46.246,192.168.1.5,56700,61636,1,53.00,125.00,0.00,0.00,0.00
1549752092,192.168.1.5,104.198.46.246,61636,56700,1,64.00,40.00,0.00,0.00,0.00
1549752095,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,20112.00,0.00
1549752095,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752098,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,20188.00,0.00
1549752098,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,21361.00,0.00
1549752098,54.246.176.173,192.168.1.7,8883,44837,1,235.00,83.00,0.00,0.00,0.00
1549752101,192.168.1.13,52.94.219.213,56669,443,2,64.00,60.50,28.99,85656.00,0.00
1549752101,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,4.00,0.00
1549752104,0,0,0,0,0,0,0,0,0,0
1549752107,104.198.46.246,192.168.1.4,56700,62007,3,53.00,68.33,49.07,437372.00,194495.38
1549752107,192.168.1.4,104.198.46.246,62007,56700,3,64.00,102.00,54.29,384510.00,270738.46
1549752110,192.168.1.13,18.215.73.181,45746,443,2,64.00,68.50,23.33,95019.00,0.00
1549752110,18.215.73.181,192.168.1.13,443,45746,1,237.00,83.00,0.00,0.00,0.00
1549752113,0,0,0,0,0,0,0,0,0,0
1549752116,0,0,0,0,0,0,0,0,0,0
1549752119,0,0,0,0,0,0,0,0,0,0
1549752122,192.168.1.14,173.194.76.188,35578,5228,1,64.00,87.00,0.00,0.00,0.00
1549752122,173.194.76.188,192.168.1.14,5228,35578,1,124.00,85.00,0.00,0.00,0.00
1549752125,192.168.1.14,173.194.76.188,35578,5228,1,64.00,52.00,0.00,0.00,0.00
1549752125,192.168.1.8,34.249.225.142,55393,443,4,64.00,228.25,203.52,398467.67,655280.19
1549752125,34.249.225.142,192.168.1.8,443,55393,2,235.00,99.00,0.00,1175520.00,0.00
1549752128,192.168.1.14,52.119.164.214,50517,443,1,64.00,60.00,0.00,0.00,0.00
1549752128,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,22348.00,0.00
1549752128,54.246.176.173,192.168.1.7,8883,44837,1,235.00,83.00,0.00,0.00,0.00
1549752131,192.168.1.14,52.119.164.214,50517,443,16,64.00,103.75,171.85,47389.53,74486.88
1549752131,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.00,248.90,21331.00,0.00
1549752131,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752134,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,22340.00,0.00
1549752134,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752137,52.119.164.214,192.168.1.14,443,50517,1,223.00,71.00,0.00,0.00,0.00
1549752137,104.198.46.246,192.168.1.5,56700,61636,2,53.00,82.50,60.10,506512.00,0.00
1549752137,192.168.1.5,104.198.46.246,61636,56700,2,64.00,106.50,94.05,401316.00,0.00
1549752140,52.119.164.214,192.168.1.14,443,50517,1,223.00,40.00,0.00,0.00,0.00
1549752140,192.168.1.14,52.119.164.214,50517,443,1,64.00,40.00,0.00,0.00,0.00
1549752143,0,0,0,0,0,0,0,0,0,0
1549752146,192.168.1.5,104.198.46.246,61636,56700,1,64.00,125.00,0.00,0.00,0.00
1549752146,104.198.46.246,192.168.1.5,56700,61636,1,53.00,40.00,0.00,0.00,0.00
1549752149,0,0,0,0,0,0,0,0,0,0
1549752152,104.198.46.246,192.168.1.4,56700,62007,2,53.00,82.50,60.10,202983.00,0.00
1549752152,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.00,248.90,20079.00,0.00
1549752152,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752155,0,0,0,0,0,0,0,0,0,0
1549752158,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,22215.00,0.00
1549752158,54.246.176.173,192.168.1.7,8883,44837,1,235.00,83.00,0.00,0.00,0.00
1549752161,192.168.1.7,34.220.111.152,60384,443,13,64.00,414.85,618.13,193498.42,494610.38
1549752161,192.168.1.254,192.168.1.1,37721,9002,5,64.00,85.80,71.19,16891.75,17749.70
1549752161,192.168.1.1,192.168.1.254,9002,37721,5,64.00,97.60,97.55,16828.25,16546.37
1549752164,0,0,0,0,0,0,0,0,0,0
1549752167,192.168.1.4,104.198.46.246,62007,56700,1,64.00,125.00,0.00,0.00,0.00
1549752167,104.198.46.246,192.168.1.4,56700,62007,1,53.00,40.00,0.00,0.00,0.00
1549752170,0,0,0,0,0,0,0,0,0,0
1549752173,0,0,0,0,0,0,0,0,0,0
1549752176,0,0,0,0,0,0,0,0,0,0
1549752179,0,0,0,0,0,0,0,0,0,0
1549752182,192.168.1.8,34.249.225.142,55393,443,4,64.00,152.50,169.91,99365.33,136486.23
1549752182,104.198.46.246,192.168.1.5,56700,61636,2,53.00,82.50,60.10,505894.00,0.00
1549752182,192.168.1.5,104.198.46.246,61636,56700,2,64.00,82.50,60.10,401057.00,0.00
1549752185,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.00,248.90,20119.00,0.00
1549752185,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752188,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,24026.00,0.00
1549752188,54.246.176.173,192.168.1.7,8883,44837,1,235.00,83.00,0.00,0.00,0.00
1549752191,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,74652.00,0.00
1549752191,192.168.1.13,52.94.219.213,56669,443,2,64.00,60.50,28.99,492.00,0.00
1549752194,192.168.1.8,34.249.225.142,55393,443,2,64.00,229.00,250.32,20525.00,0.00
1549752194,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752197,52.119.164.214,192.168.1.14,443,50517,1,233.00,40.00,0.00,0.00,0.00
1549752197,104.198.46.246,192.168.1.4,56700,62007,2,53.00,82.50,60.10,297547.00,0.00
1549752197,192.168.1.4,104.198.46.246,62007,56700,2,64.00,82.50,60.10,191902.00,0.00
1549752200,192.168.1.13,18.215.73.181,45746,443,2,64.00,68.50,23.33,92544.00,0.00
1549752200,18.215.73.181,192.168.1.13,443,45746,1,237.00,83.00,0.00,0.00,0.00
1549752203,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.00,248.90,20050.00,0.00
1549752203,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752206,192.168.1.5,104.198.46.246,61636,56700,1,64.00,125.00,0.00,0.00,0.00
1549752206,104.198.46.246,192.168.1.5,56700,61636,1,53.00,40.00,0.00,0.00,0.00
1549752209,34.192.21.210,192.168.1.14,443,43647,1,236.00,88.00,0.00,0.00,0.00
1549752209,192.168.1.14,34.192.21.210,43647,443,1,64.00,52.00,0.00,0.00,0.00
1549752212,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,20893.00,0.00
1549752212,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752215,192.168.1.1,192.168.1.254,41310,9002,6,64.00,80.50,65.97,13903.00,17639.84
1549752215,192.168.1.254,192.168.1.1,9002,41310,5,64.00,97.60,97.55,17298.25,20717.20
1549752218,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,25865.00,0.00
1549752218,54.246.176.173,192.168.1.7,8883,44837,1,235.00,83.00,0.00,0.00,0.00
1549752221,192.168.1.13,52.94.219.213,56669,443,2,64.00,60.50,28.99,65228.00,0.00
1549752221,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,4.00,0.00
1549752224,104.198.46.246,192.168.1.5,56700,61636,3,53.00,96.67,49.07,258525.00,346181.10
1549752224,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.00,248.90,20105.00,0.00
1549752224,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752227,192.168.1.4,104.198.46.246,62007,56700,1,64.00,125.00,0.00,0.00,0.00
1549752227,104.198.46.246,192.168.1.5,56700,61636,2,53.00,82.50,60.10,506852.00,0.00
1549752227,192.168.1.5,104.198.46.246,61636,56700,2,64.00,90.50,71.42,401352.00,0.00
1549752230,0,0,0,0,0,0,0,0,0,0
1549752233,0,0,0,0,0,0,0,0,0,0
1549752236,192.168.1.8,34.249.225.142,55393,443,2,64.00,228.50,249.61,19900.00,0.00
1549752236,34.249.225.142,192.168.1.8,443,55393,1,235.00,99.00,0.00,0.00,0.00
1549752236,18.202.72.39,192.168.1.8,443,55385,11,235.00,231.27,422.97,18409.80,15659.00
1549752239,0,0,0,0,0,0,0,0,0,0
1549752242,104.198.46.246,192.168.1.4,56700,62007,2,53.00,114.50,105.36,298141.00,0.00
1549752242,192.168.1.4,104.198.46.246,62007,56700,2,64.00,114.50,105.36,192561.00,0.00
1549752245,0,0,0,0,0,0,0,0,0,0
1549752248,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,21499.00,0.00
1549752248,54.246.176.173,192.168.1.7,8883,44837,1,235.00,83.00,0.00,0.00,0.00
1549752251,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,74403.00,0.00
1549752251,192.168.1.13,52.94.219.213,56669,443,2,64.00,60.50,28.99,485.00,0.00
1549752254,0,0,0,0,0,0,0,0,0,0
1549752257,0,0,0,0,0,0,0,0,0,0
1549752260,216.58.212.170,192.168.1.14,443,52166,1,124.00,52.00,0.00,0.00,0.00
1549752260,192.168.1.14,172.217.17.67,58394,443,1,64.00,52.00,0.00,0.00,0.00
1549752260,172.217.17.67,192.168.1.14,443,58394,1,124.00,52.00,0.00,0.00,0.00
1549752263,0,0,0,0,0,0,0,0,0,0
1549752266,192.168.1.14,52.214.65.217,49101,5223,2,64.00,78.50,37.48,24440.00,0.00
1549752266,192.168.1.5,104.198.46.246,61636,56700,1,64.00,125.00,0.00,0.00,0.00
1549752266,104.198.46.246,192.168.1.5,56700,61636,1,53.00,40.00,0.00,0.00,0.00
1549752269,0,0,0,0,0,0,0,0,0,0
1549752272,104.198.46.246,192.168.1.5,56700,61636,2,53.00,82.50,60.10,506127.00,0.00
1549752272,192.168.1.5,104.198.46.246,61636,56700,2,64.00,90.50,71.42,401228.00,0.00
1549752275,0,0,0,0,0,0,0,0,0,0
1549752278,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,21956.00,0.00
1549752278,54.246.176.173,192.168.1.7,8883,44837,1,235.00,83.00,0.00,0.00,0.00
1549752281,192.168.1.13,52.94.219.213,56669,443,2,64.00,60.50,28.99,63024.00,0.00
1549752281,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,3.00,0.00
1549752284,0,0,0,0,0,0,0,0,0,0
1549752287,104.198.46.246,192.168.1.4,56700,62007,3,53.00,68.33,49.07,389046.50,263735.98
1549752287,192.168.1.4,104.198.46.246,62007,56700,3,64.00,118.00,74.75,336106.50,338956.59
1549752290,192.168.1.13,18.215.73.181,45746,443,2,64.00,68.50,23.33,92384.00,0.00
1549752290,18.215.73.181,192.168.1.13,443,45746,1,237.00,83.00,0.00,0.00,0.00
1549752293,0,0,0,0,0,0,0,0,0,0
1549752296,192.168.1.8,34.249.225.142,55393,443,2,64.00,76.50,34.65,19819.00,0.00
1549752296,34.249.225.142,192.168.1.8,443,55393,1,235.00,107.00,0.00,0.00,0.00
1549752299,0,0,0,0,0,0,0,0,0,0
1549752302,0,0,0,0,0,0,0,0,0,0
1549752305,0,0,0,0,0,0,0,0,0,0
1549752308,192.168.1.7,54.246.176.173,44837,8883,2,64.00,67.50,21.92,21095.00,0.00
1549752308,54.246.176.173,192.168.1.7,8883,44837,1,235.00,83.00,0.00,0.00,0.00
1549752311,52.94.219.213,192.168.1.13,443,56669,2,222.00,60.50,28.99,74613.00,0.00
1549752311,192.168.1.13,52.94.219.213,56669,443,2,64.00,60.50,28.99,531.00,0.00
1549752314,192.168.1.254,192.168.1.1,37723,9002,5,64.00,85.80,71.19,17157.25,18451.15
1549752314,192.168.1.8,34.249.225.142,55393,443,4,64.00,228.25,203.52,399985.33,658056.93
1549752314,34.249.225.142,192.168.1.8,443,55393,2,235.00,99.00,0.00,1179589.00,0.00
1549752317,104.198.46.246,192.168.1.5,56700,61636,2,53.00,82.50,60.10,507142.00,0.00
1549752317,192.168.1.5,104.198.46.246,61636,56700,2,64.00,82.50,60.10,399501.00,0.00
1549752320,192.168.1.14,172.217.17.67,58394,443,2,64.00,67.50,21.92,187.00,0.00
1549752320,172.217.17.67,192.168.1.14,443,58394,1,122.00,40.00,0.00,0.00,0.00
1549752323,0,0,0,0,0,0,0,0,0,0
1549752326,0,0,0,0,0,0,0,0,0,0
1549752329,192.168.1.5,104.198.46.246,61636,56700,1,64.00,125.00,0.00,0.00,0.00
1549752329,104.198.46.246,192.168.1.5,56700,61636,1,53.00,40.00,0.00,0.00,0.00
1549752332,104.198.46.246,192.168.1.4,56700,62007,2,53.00,82.50,60.10,299629.00,0.00
